Country,Source,Sex,Education,Area type,Year,Value
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: 5. Short-cycle tertiary education,Area type: National,2019,84
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: 5. Short-cycle tertiary education,Area type: Rural,2019,86.5
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: 5. Short-cycle tertiary education,Area type: Urban,2019,77.6
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: 6. Bachelor's or equivalent level,Area type: National,2019,83
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: 6. Bachelor's or equivalent level,Area type: Rural,2019,83.1
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: 6. Bachelor's or equivalent level,Area type: Urban,2019,82.6
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: 9. Not elsewhere classified,Area type: National,2019,20
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: 9. Not elsewhere classified,Area type: Rural,2019,
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: 9. Not elsewhere classified,Area type: Urban,2019,
Sri Lanka,LFS - Labour Force Survey,Total,Aggregate levels: Total,Area type: National,2018,51.7
Sri Lanka,LFS - Labour Force Survey,Total,Aggregate levels: Total,Area type: Rural,2018,52.2
Sri Lanka,LFS - Labour Force Survey,Total,Aggregate levels: Total,Area type: Urban,2018,49.6
Sri Lanka,LFS - Labour Force Survey,Total,Aggregate levels: Less than basic,Area type: National,2018,43.5
Sri Lanka,LFS - Labour Force Survey,Total,Aggregate levels: Less than basic,Area type: Rural,2018,44
Sri Lanka,LFS - Labour Force Survey,Total,Aggregate levels: Less than basic,Area type: Urban,2018,39.2
Sri Lanka,LFS - Labour Force Survey,Total,Aggregate levels: Basic,Area type: National,2018,52.3
Sri Lanka,LFS - Labour Force Survey,Total,Aggregate levels: Basic,Area type: Rural,2018,53.4
Sri Lanka,LFS - Labour Force Survey,Total,Aggregate levels: Basic,Area type: Urban,2018,46.2
Sri Lanka,LFS - Labour Force Survey,Total,Aggregate levels: Intermediate,Area type: National,2018,50.5
Sri Lanka,LFS - Labour Force Survey,Total,Aggregate levels: Intermediate,Area type: Rural,2018,50.8
Sri Lanka,LFS - Labour Force Survey,Total,Aggregate levels: Intermediate,Area type: Urban,2018,49.4
Sri Lanka,LFS - Labour Force Survey,Total,Aggregate levels: Advanced,Area type: National,2018,83.3
Sri Lanka,LFS - Labour Force Survey,Total,Aggregate levels: Advanced,Area type: Rural,2018,84.8
Sri Lanka,LFS - Labour Force Survey,Total,Aggregate levels: Advanced,Area type: Urban,2018,80.4
Sri Lanka,LFS - Labour Force Survey,Total,Aggregate levels: Level not stated,Area type: National,2018,29.8
Sri Lanka,LFS - Labour Force Survey,Total,Aggregate levels: Level not stated,Area type: Rural,2018,26.2
Sri Lanka,LFS - Labour Force Survey,Total,Aggregate levels: Level not stated,Area type: Urban,2018,42.7
Sri Lanka,LFS - Labour Force Survey,Male,Aggregate levels: Total,Area type: National,2018,72.9
Sri Lanka,LFS - Labour Force Survey,Male,Aggregate levels: Total,Area type: Rural,2018,73.1
Sri Lanka,LFS - Labour Force Survey,Male,Aggregate levels: Total,Area type: Urban,2018,72
Sri Lanka,LFS - Labour Force Survey,Male,Aggregate levels: Less than basic,Area type: National,2018,65.7
Sri Lanka,LFS - Labour Force Survey,Male,Aggregate levels: Less than basic,Area type: Rural,2018,65.6
Sri Lanka,LFS - Labour Force Survey,Male,Aggregate levels: Less than basic,Area type: Urban,2018,66.1
Sri Lanka,LFS - Labour Force Survey,Male,Aggregate levels: Basic,Area type: National,2018,75.8
Sri Lanka,LFS - Labour Force Survey,Male,Aggregate levels: Basic,Area type: Rural,2018,76.3
Sri Lanka,LFS - Labour Force Survey,Male,Aggregate levels: Basic,Area type: Urban,2018,72.2
Sri Lanka,LFS - Labour Force Survey,Male,Aggregate levels: Intermediate,Area type: National,2018,69.7
Sri Lanka,LFS - Labour Force Survey,Male,Aggregate levels: Intermediate,Area type: Rural,2018,69.6
Sri Lanka,LFS - Labour Force Survey,Male,Aggregate levels: Intermediate,Area type: Urban,2018,70.2
Sri Lanka,LFS - Labour Force Survey,Male,Aggregate levels: Advanced,Area type: National,2018,86.4
Sri Lanka,LFS - Labour Force Survey,Male,Aggregate levels: Advanced,Area type: Rural,2018,86.5
Sri Lanka,LFS - Labour Force Survey,Male,Aggregate levels: Advanced,Area type: Urban,2018,86.3
Sri Lanka,LFS - Labour Force Survey,Male,Aggregate levels: Level not stated,Area type: National,2018,30.2
Sri Lanka,LFS - Labour Force Survey,Male,Aggregate levels: Level not stated,Area type: Rural,2018,25
Sri Lanka,LFS - Labour Force Survey,Male,Aggregate levels: Level not stated,Area type: Urban,2018,
Sri Lanka,LFS - Labour Force Survey,Female,Aggregate levels: Total,Area type: National,2018,33.5
Sri Lanka,LFS - Labour Force Survey,Female,Aggregate levels: Total,Area type: Rural,2018,34.2
Sri Lanka,LFS - Labour Force Survey,Female,Aggregate levels: Total,Area type: Urban,2018,29.9
Sri Lanka,LFS - Labour Force Survey,Female,Aggregate levels: Less than basic,Area type: National,2018,27.3
Sri Lanka,LFS - Labour Force Survey,Female,Aggregate levels: Less than basic,Area type: Rural,2018,28
Sri Lanka,LFS - Labour Force Survey,Female,Aggregate levels: Less than basic,Area type: Urban,2018,22.2
Sri Lanka,LFS - Labour Force Survey,Female,Aggregate levels: Basic,Area type: National,2018,29.7
Sri Lanka,LFS - Labour Force Survey,Female,Aggregate levels: Basic,Area type: Rural,2018,31.1
Sri Lanka,LFS - Labour Force Survey,Female,Aggregate levels: Basic,Area type: Urban,2018,21.7
Sri Lanka,LFS - Labour Force Survey,Female,Aggregate levels: Intermediate,Area type: National,2018,35.5
Sri Lanka,LFS - Labour Force Survey,Female,Aggregate levels: Intermediate,Area type: Rural,2018,36.5
Sri Lanka,LFS - Labour Force Survey,Female,Aggregate levels: Intermediate,Area type: Urban,2018,31.7
Sri Lanka,LFS - Labour Force Survey,Female,Aggregate levels: Advanced,Area type: National,2018,81
Sri Lanka,LFS - Labour Force Survey,Female,Aggregate levels: Advanced,Area type: Rural,2018,83.8
Sri Lanka,LFS - Labour Force Survey,Female,Aggregate levels: Advanced,Area type: Urban,2018,74.8
Sri Lanka,LFS - Labour Force Survey,Female,Aggregate levels: Level not stated,Area type: National,2018,29.5
Sri Lanka,LFS - Labour Force Survey,Female,Aggregate levels: Level not stated,Area type: Rural,2018,27.2
Sri Lanka,LFS - Labour Force Survey,Female,Aggregate levels: Level not stated,Area type: Urban,2018,
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: Total,Area type: National,2018,51.7
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: Total,Area type: Rural,2018,52.2
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: Total,Area type: Urban,2018,49.6
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: X. No schooling,Area type: National,2018,34.7
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: X. No schooling,Area type: Rural,2018,34.6
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: X. No schooling,Area type: Urban,2018,35.3
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: 0. Early childhood education,Area type: National,2018,46.4
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: 0. Early childhood education,Area type: Rural,2018,47.1
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: 0. Early childhood education,Area type: Urban,2018,40.5
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: 1. Primary education,Area type: National,2018,53.2
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: 1. Primary education,Area type: Rural,2018,54.6
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: 1. Primary education,Area type: Urban,2018,45.1
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: 2. Lower secondary education,Area type: National,2018,51.9
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: 2. Lower secondary education,Area type: Rural,2018,52.7
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: 2. Lower secondary education,Area type: Urban,2018,46.9
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: 3. Upper secondary education,Area type: National,2018,50.5
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: 3. Upper secondary education,Area type: Rural,2018,50.8
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: 3. Upper secondary education,Area type: Urban,2018,49.4
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: 5. Short-cycle tertiary education,Area type: National,2018,84.6
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: 5. Short-cycle tertiary education,Area type: Rural,2018,85.6
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: 5. Short-cycle tertiary education,Area type: Urban,2018,82.5
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: 6. Bachelor's or equivalent level,Area type: National,2018,76.5
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: 6. Bachelor's or equivalent level,Area type: Rural,2018,80
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: 6. Bachelor's or equivalent level,Area type: Urban,2018,71.7
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: 9. Not elsewhere classified,Area type: National,2018,29.8
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: 9. Not elsewhere classified,Area type: Rural,2018,26.2
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: 9. Not elsewhere classified,Area type: Urban,2018,42.7
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: Total,Area type: National,2018,72.9
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: Total,Area type: Rural,2018,73.1
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: Total,Area type: Urban,2018,72
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: X. No schooling,Area type: National,2018,56.7
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: X. No schooling,Area type: Rural,2018,55.9
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: X. No schooling,Area type: Urban,2018,62.1
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: 0. Early childhood education,Area type: National,2018,67.6
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: 0. Early childhood education,Area type: Rural,2018,67.6
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: 0. Early childhood education,Area type: Urban,2018,67.4
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: 1. Primary education,Area type: National,2018,76.2
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: 1. Primary education,Area type: Rural,2018,76.6
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: 1. Primary education,Area type: Urban,2018,73.3
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: 2. Lower secondary education,Area type: National,2018,75.5
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: 2. Lower secondary education,Area type: Rural,2018,76.2
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: 2. Lower secondary education,Area type: Urban,2018,71.6
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: 3. Upper secondary education,Area type: National,2018,69.7
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: 3. Upper secondary education,Area type: Rural,2018,69.6
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: 3. Upper secondary education,Area type: Urban,2018,70.2
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: 5. Short-cycle tertiary education,Area type: National,2018,88.3
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: 5. Short-cycle tertiary education,Area type: Rural,2018,87.9
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: 5. Short-cycle tertiary education,Area type: Urban,2018,88.9
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: 6. Bachelor's or equivalent level,Area type: National,2018,78.6
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: 6. Bachelor's or equivalent level,Area type: Rural,2018,79.3
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: 6. Bachelor's or equivalent level,Area type: Urban,2018,77.9
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: 9. Not elsewhere classified,Area type: National,2018,30.2
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: 9. Not elsewhere classified,Area type: Rural,2018,25
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: 9. Not elsewhere classified,Area type: Urban,2018,
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: Total,Area type: National,2018,33.5
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: Total,Area type: Rural,2018,34.2
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: Total,Area type: Urban,2018,29.9
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: X. No schooling,Area type: National,2018,24.8
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: X. No schooling,Area type: Rural,2018,25.4
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: X. No schooling,Area type: Urban,2018,19.2
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: 0. Early childhood education,Area type: National,2018,28.4
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: 0. Early childhood education,Area type: Rural,2018,29.1
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: 0. Early childhood education,Area type: Urban,2018,23.3
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: 1. Primary education,Area type: National,2018,30.2
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: 1. Primary education,Area type: Rural,2018,32.1
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: 1. Primary education,Area type: Urban,2018,19.5
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: 2. Lower secondary education,Area type: National,2018,29.4
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: 2. Lower secondary education,Area type: Rural,2018,30.5
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: 2. Lower secondary education,Area type: Urban,2018,23
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: 3. Upper secondary education,Area type: National,2018,35.5
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: 3. Upper secondary education,Area type: Rural,2018,36.5
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: 3. Upper secondary education,Area type: Urban,2018,31.7
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: 5. Short-cycle tertiary education,Area type: National,2018,82.1
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: 5. Short-cycle tertiary education,Area type: Rural,2018,84.3
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: 5. Short-cycle tertiary education,Area type: Urban,2018,77
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: 6. Bachelor's or equivalent level,Area type: National,2018,74.2
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: 6. Bachelor's or equivalent level,Area type: Rural,2018,80.6
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: 6. Bachelor's or equivalent level,Area type: Urban,2018,63.5
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: 9. Not elsewhere classified,Area type: National,2018,29.5
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: 9. Not elsewhere classified,Area type: Rural,2018,27.2
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: 9. Not elsewhere classified,Area type: Urban,2018,
Sri Lanka,LFS - Labour Force Survey,Total,Aggregate levels: Total,Area type: National,2017,54
Sri Lanka,LFS - Labour Force Survey,Total,Aggregate levels: Total,Area type: Rural,2017,54.8
Sri Lanka,LFS - Labour Force Survey,Total,Aggregate levels: Total,Area type: Urban,2017,50.4
Sri Lanka,LFS - Labour Force Survey,Total,Aggregate levels: Less than basic,Area type: National,2017,47.3
Sri Lanka,LFS - Labour Force Survey,Total,Aggregate levels: Less than basic,Area type: Rural,2017,48.2
Sri Lanka,LFS - Labour Force Survey,Total,Aggregate levels: Less than basic,Area type: Urban,2017,40.4
Sri Lanka,LFS - Labour Force Survey,Total,Aggregate levels: Basic,Area type: National,2017,54.1
Sri Lanka,LFS - Labour Force Survey,Total,Aggregate levels: Basic,Area type: Rural,2017,55.4
Sri Lanka,LFS - Labour Force Survey,Total,Aggregate levels: Basic,Area type: Urban,2017,46.7
Sri Lanka,LFS - Labour Force Survey,Total,Aggregate levels: Intermediate,Area type: National,2017,53.2
Sri Lanka,LFS - Labour Force Survey,Total,Aggregate levels: Intermediate,Area type: Rural,2017,53.9
Sri Lanka,LFS - Labour Force Survey,Total,Aggregate levels: Intermediate,Area type: Urban,2017,50.8
Sri Lanka,LFS - Labour Force Survey,Total,Aggregate levels: Advanced,Area type: National,2017,84.1
Sri Lanka,LFS - Labour Force Survey,Total,Aggregate levels: Advanced,Area type: Rural,2017,85.8
Sri Lanka,LFS - Labour Force Survey,Total,Aggregate levels: Advanced,Area type: Urban,2017,81
Sri Lanka,LFS - Labour Force Survey,Total,Aggregate levels: Level not stated,Area type: National,2017,36.1
Sri Lanka,LFS - Labour Force Survey,Total,Aggregate levels: Level not stated,Area type: Rural,2017,34.9
Sri Lanka,LFS - Labour Force Survey,Total,Aggregate levels: Level not stated,Area type: Urban,2017,39.5
Sri Lanka,LFS - Labour Force Survey,Male,Aggregate levels: Total,Area type: National,2017,74.5
Sri Lanka,LFS - Labour Force Survey,Male,Aggregate levels: Total,Area type: Rural,2017,74.9
Sri Lanka,LFS - Labour Force Survey,Male,Aggregate levels: Total,Area type: Urban,2017,72.5
Sri Lanka,LFS - Labour Force Survey,Male,Aggregate levels: Less than basic,Area type: National,2017,69.6
Sri Lanka,LFS - Labour Force Survey,Male,Aggregate levels: Less than basic,Area type: Rural,2017,70
Sri Lanka,LFS - Labour Force Survey,Male,Aggregate levels: Less than basic,Area type: Urban,2017,66.1
Sri Lanka,LFS - Labour Force Survey,Male,Aggregate levels: Basic,Area type: National,2017,76.6
Sri Lanka,LFS - Labour Force Survey,Male,Aggregate levels: Basic,Area type: Rural,2017,77.2
Sri Lanka,LFS - Labour Force Survey,Male,Aggregate levels: Basic,Area type: Urban,2017,72.9
Sri Lanka,LFS - Labour Force Survey,Male,Aggregate levels: Intermediate,Area type: National,2017,71.6
Sri Lanka,LFS - Labour Force Survey,Male,Aggregate levels: Intermediate,Area type: Rural,2017,71.9
Sri Lanka,LFS - Labour Force Survey,Male,Aggregate levels: Intermediate,Area type: Urban,2017,70.7
Sri Lanka,LFS - Labour Force Survey,Male,Aggregate levels: Advanced,Area type: National,2017,86.8
Sri Lanka,LFS - Labour Force Survey,Male,Aggregate levels: Advanced,Area type: Rural,2017,87
Sri Lanka,LFS - Labour Force Survey,Male,Aggregate levels: Advanced,Area type: Urban,2017,86.5
Sri Lanka,LFS - Labour Force Survey,Male,Aggregate levels: Level not stated,Area type: National,2017,28.9
Sri Lanka,LFS - Labour Force Survey,Male,Aggregate levels: Level not stated,Area type: Rural,2017,31.3
Sri Lanka,LFS - Labour Force Survey,Male,Aggregate levels: Level not stated,Area type: Urban,2017,
Sri Lanka,LFS - Labour Force Survey,Female,Aggregate levels: Total,Area type: National,2017,36.5
Sri Lanka,LFS - Labour Force Survey,Female,Aggregate levels: Total,Area type: Rural,2017,37.6
Sri Lanka,LFS - Labour Force Survey,Female,Aggregate levels: Total,Area type: Urban,2017,31.5
Sri Lanka,LFS - Labour Force Survey,Female,Aggregate levels: Less than basic,Area type: National,2017,31.2
Sri Lanka,LFS - Labour Force Survey,Female,Aggregate levels: Less than basic,Area type: Rural,2017,32.2
Sri Lanka,LFS - Labour Force Survey,Female,Aggregate levels: Less than basic,Area type: Urban,2017,23.5
Sri Lanka,LFS - Labour Force Survey,Female,Aggregate levels: Basic,Area type: National,2017,32.8
Sri Lanka,LFS - Labour Force Survey,Female,Aggregate levels: Basic,Area type: Rural,2017,34.5
Sri Lanka,LFS - Labour Force Survey,Female,Aggregate levels: Basic,Area type: Urban,2017,23.1
Sri Lanka,LFS - Labour Force Survey,Female,Aggregate levels: Intermediate,Area type: National,2017,38.9
Sri Lanka,LFS - Labour Force Survey,Female,Aggregate levels: Intermediate,Area type: Rural,2017,40.2
Sri Lanka,LFS - Labour Force Survey,Female,Aggregate levels: Intermediate,Area type: Urban,2017,34.3
Sri Lanka,LFS - Labour Force Survey,Female,Aggregate levels: Advanced,Area type: National,2017,81.9
Sri Lanka,LFS - Labour Force Survey,Female,Aggregate levels: Advanced,Area type: Rural,2017,85
Sri Lanka,LFS - Labour Force Survey,Female,Aggregate levels: Advanced,Area type: Urban,2017,75.5
Sri Lanka,LFS - Labour Force Survey,Female,Aggregate levels: Level not stated,Area type: National,2017,45.8
Sri Lanka,LFS - Labour Force Survey,Female,Aggregate levels: Level not stated,Area type: Rural,2017,41.6
Sri Lanka,LFS - Labour Force Survey,Female,Aggregate levels: Level not stated,Area type: Urban,2017,52.6
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: Total,Area type: National,2017,54
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: Total,Area type: Rural,2017,54.8
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: Total,Area type: Urban,2017,50.4
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: X. No schooling,Area type: National,2017,36.8
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: X. No schooling,Area type: Rural,2017,37.4
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: X. No schooling,Area type: Urban,2017,31.3
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: 0. Early childhood education,Area type: National,2017,50.8
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: 0. Early childhood education,Area type: Rural,2017,51.7
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: 0. Early childhood education,Area type: Urban,2017,43.4
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: 1. Primary education,Area type: National,2017,54.4
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: 1. Primary education,Area type: Rural,2017,55.9
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: 1. Primary education,Area type: Urban,2017,45.1
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: 2. Lower secondary education,Area type: National,2017,53.9
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: 2. Lower secondary education,Area type: Rural,2017,55.1
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: 2. Lower secondary education,Area type: Urban,2017,47.5
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: 3. Upper secondary education,Area type: National,2017,53.2
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: 3. Upper secondary education,Area type: Rural,2017,53.9
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: 3. Upper secondary education,Area type: Urban,2017,50.8
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: 5. Short-cycle tertiary education,Area type: National,2017,84.4
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: 5. Short-cycle tertiary education,Area type: Rural,2017,85.9
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: 5. Short-cycle tertiary education,Area type: Urban,2017,81.2
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: 6. Bachelor's or equivalent level,Area type: National,2017,82.7
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: 6. Bachelor's or equivalent level,Area type: Rural,2017,85.4
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: 6. Bachelor's or equivalent level,Area type: Urban,2017,80.2
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: 9. Not elsewhere classified,Area type: National,2017,36.1
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: 9. Not elsewhere classified,Area type: Rural,2017,34.9
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: 9. Not elsewhere classified,Area type: Urban,2017,39.5
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: Total,Area type: National,2017,74.5
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: Total,Area type: Rural,2017,74.9
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: Total,Area type: Urban,2017,72.5
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: X. No schooling,Area type: National,2017,57.8
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: X. No schooling,Area type: Rural,2017,58.3
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: X. No schooling,Area type: Urban,2017,52.7
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: 0. Early childhood education,Area type: National,2017,72.3
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: 0. Early childhood education,Area type: Rural,2017,72.7
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: 0. Early childhood education,Area type: Urban,2017,69.3
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: 1. Primary education,Area type: National,2017,76.9
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: 1. Primary education,Area type: Rural,2017,77.7
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: 1. Primary education,Area type: Urban,2017,71.8
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: 2. Lower secondary education,Area type: National,2017,76.3
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: 2. Lower secondary education,Area type: Rural,2017,76.9
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: 2. Lower secondary education,Area type: Urban,2017,73.4
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: 3. Upper secondary education,Area type: National,2017,71.6
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: 3. Upper secondary education,Area type: Rural,2017,71.9
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: 3. Upper secondary education,Area type: Urban,2017,70.7
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: 5. Short-cycle tertiary education,Area type: National,2017,86.8
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: 5. Short-cycle tertiary education,Area type: Rural,2017,87
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: 5. Short-cycle tertiary education,Area type: Urban,2017,86.4
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: 6. Bachelor's or equivalent level,Area type: National,2017,86.6
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: 6. Bachelor's or equivalent level,Area type: Rural,2017,86.7
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: 6. Bachelor's or equivalent level,Area type: Urban,2017,86.6
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: 9. Not elsewhere classified,Area type: National,2017,28.9
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: 9. Not elsewhere classified,Area type: Rural,2017,31.3
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: 9. Not elsewhere classified,Area type: Urban,2017,
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: Total,Area type: National,2017,36.5
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: Total,Area type: Rural,2017,37.6
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: Total,Area type: Urban,2017,31.5
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: X. No schooling,Area type: National,2017,27.2
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: X. No schooling,Area type: Rural,2017,27.8
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: X. No schooling,Area type: Urban,2017,21.2
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: 0. Early childhood education,Area type: National,2017,32.9
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: 0. Early childhood education,Area type: Rural,2017,34
